source_id,source_name,canonical_source_id,population,spin_hz,distance_kpc,temperature_constraint,thermal_basis,surface_temperature_inf_k,surface_temperature_inf_lower_k,surface_temperature_inf_upper_k,core_temperature_inf_reference_k,core_temperature_inf_lower_k,core_temperature_inf_upper_k,input_observable,interval_description,spectral_band,surface_emission_model,spin_evidence,spin_reference,thermal_reference,spin_url,thermal_url,catalogue_locator,notes
116,J1824-2452F,J18242452F,rotation-powered MSP,407.996736026,5.37,upper_limit,flux_ceiling,411522.64587990986,,423224.67233183695,32357875.413809624,,32357875.413809624,L_X_fallback=1.400000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--8.0 keV (Zhao--Heinke catalogue),,period coordinate in the dated Xu living-table snapshot,XuLive2025,ZhaoHeinke2022,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 232 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
117,J1824-2452H,J18242452H,rotation-powered MSP,216.029379996,5.37,upper_limit,flux_ceiling,547949.1155548394,,567536.2075928411,55096696.24710887,,55096696.24710887,L_X_fallback=1.740000e+31 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--8.0 keV (Zhao--Heinke catalogue),,period coordinate in the dated Xu living-table snapshot,XuLive2025,ZhaoHeinke2022,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 233 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
118,J1824-2452J,J18242452J,rotation-powered MSP,247.586036148,5.37,upper_limit,flux_ceiling,414426.0571283481,,426280.0961802422,32785803.251234382,,32785803.251234382,L_X_fallback=1.500000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--8.0 keV (Zhao--Heinke catalogue),,period coordinate in the dated Xu living-table snapshot,XuLive2025,ZhaoHeinke2022,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 235 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
119,J1824-2452K,J18242452K,rotation-powered MSP,224.164985429,5.37,upper_limit,flux_ceiling,483527.52117176447,,499212.6862508698,43694933.67245519,,43694933.67245519,L_X_fallback=6.200000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--8.0 keV (Zhao--Heinke catalogue),,period coordinate in the dated Xu living-table snapshot,XuLive2025,ZhaoHeinke2022,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 236 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
120,J1836-2354A,J18362354A,rotation-powered MSP,298.151460942,3.3,upper_limit,flux_ceiling,445790.8807895762,,459334.4469051055,37565811.58893688,,37565811.58893688,L_X_fallback=3.000000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--8.0 keV (Zhao--Heinke catalogue),,period coordinate in the dated Xu living-table snapshot,XuLive2025,ZhaoHeinke2022,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 237 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
121,J1902-5105,J19025105,rotation-powered MSP,574.052812859,1.645,upper_limit,flux_ceiling,459451.4621414417,,473757.1577504701,39737130.62571723,,39737130.62571723,L_SX=3.950000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.0 keV (XMM--Newton),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 239 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
122,J1909-3744,J19093744,rotation-powered MSP,339.328130302,1.14,upper_limit,flux_ceiling,423958.6638104733,,436317.1117090752,34208160.32857798,,34208160.32857798,L_SX=1.870000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.0 keV (XMM--Newton),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 240 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
123,J1910-5959A,J19105959A,rotation-powered MSP,306.184935701,4.12,upper_limit,flux_ceiling,444157.8735844081,,457611.48133846873,37309877.937189065,,37309877.937189065,L_X_fallback=2.900000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--8.0 keV (Zhao--Heinke catalogue),,period coordinate in the dated Xu living-table snapshot,XuLive2025,ZhaoHeinke2022,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 241 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
124,J1910-5959C,J19105959C,rotation-powered MSP,189.501610764,4.12,upper_limit,flux_ceiling,448929.60027139104,,462646.95060556225,38059907.23071545,,38059907.23071545,L_X_fallback=3.200000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--8.0 keV (Zhao--Heinke catalogue),,period coordinate in the dated Xu living-table snapshot,XuLive2025,ZhaoHeinke2022,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 243 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
125,J1910-5959D,J19105959D,rotation-powered MSP,110.68068622,4.12,upper_limit,flux_ceiling,457483.9099440809,,471678.8430192596,39421075.94202056,,39421075.94202056,L_X_fallback=3.800000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--8.0 keV (Zhao--Heinke catalogue),,period coordinate in the dated Xu living-table snapshot,XuLive2025,ZhaoHeinke2022,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 244 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
126,J1910-5959F,J19105959F,rotation-powered MSP,117.855038303,4.12,upper_limit,flux_ceiling,460093.95170126646,,474435.90296774975,39840597.23881611,,39840597.23881611,L_X_fallback=4.000000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--8.0 keV (Zhao--Heinke catalogue),,period coordinate in the dated Xu living-table snapshot,XuLive2025,ZhaoHeinke2022,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 246 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
127,J1939+2134,J19392134,rotation-powered MSP,641.848523748,3.5,upper_limit,flux_ceiling,567024.666405134,,587820.7445632037,58696712.69516566,,58696712.69516566,L_SX=2.270000e+31 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.0 keV (XMM--Newton),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 247 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
128,J1946-5403,J19465403,rotation-powered MSP,369.003690037,1.15,upper_limit,flux_ceiling,394201.37135802413,,405012.29170539416,29856567.215894256,,29856567.215894256,L_SX=9.100000e+29 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.0 keV (XMM--Newton),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 248 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
129,J1953+1846A,J19531846A,rotation-powered MSP,204.582651391,4.0,upper_limit,flux_ceiling,523098.5869692334,,541146.1784453024,50559583.513118885,,50559583.513118885,L_X_fallback=1.200000e+31 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--8.0 keV (Zhao--Heinke catalogue),,period coordinate in the dated Xu living-table snapshot,XuLive2025,ZhaoHeinke2022,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1093/mnras/stac442,Xu living Table 2 line 249 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
130,J2017+0603,J20170603,rotation-powered MSP,345.303867403,1.399,upper_limit,flux_ceiling,588352.8351055831,,603031.0258041356,61558855.85681563,,61558855.85681563,L_SX=2.160000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.5--2.0 keV (Chandra),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 250 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
131,J2017-1614,J20171614,rotation-powered MSP,432.152117545,1.444,upper_limit,flux_ceiling,440575.3499460152,,453832.0898518393,36751082.64519504,,36751082.64519504,L_SX=2.690000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.0 keV (XMM--Newton),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 251 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
132,J2043+1711,J20431711,rotation-powered MSP,420.168067227,1.389,upper_limit,flux_ceiling,580860.2843088506,,595190.9176046555,60125026.00019642,,60125026.00019642,L_SX=1.870000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.5--2.0 keV (Chandra),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 252 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
133,J2047+1053,J20471053,rotation-powered MSP,233.317778815,2.794,upper_limit,flux_ceiling,590506.8759957954,,605285.7072582868,61973880.6345846,,61973880.6345846,L_SX=2.250000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.5--2.0 keV (Chandra),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 253 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
134,J2051-0827,J20510827,rotation-powered MSP,221.778664892,1.469,upper_limit,flux_ceiling,538968.2141369578,,551420.2057892511,52387318.687943794,,52387318.687943794,L_SX=7.800000e+29 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.5--2.0 keV (Chandra),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 254 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
135,J2115+5448,J21155448,rotation-powered MSP,384.172109105,3.106,upper_limit,flux_ceiling,454761.1604995855,,468803.4681103075,38985541.36351016,,38985541.36351016,L_SX=3.600000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.0 keV (XMM--Newton),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 255 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
136,J2124-3358,J21243358,rotation-powered MSP,202.798620969,0.41,two_sided_estimate,conditional,176472.4391278481,136986.12712736634,202617.41716675545,2811932.3928169706,1093762.549500796,10156519.438638875,Redshifted effective temperature of the whole surface,Helium ST-U+EL posterior median and 68% credible interval,bolometric atmosphere result,,period coordinate in the dated Xu living-table snapshot,XuLive2025,GC2026_J2124,https://xray-pulsar.github.io/counterparts/,https://arxiv.org/abs/2607.03721,Xu living Table 2 line 256 (snapshot 2025-12-25),"The adopted estimate is from the ST-U+EL helium-atmosphere branch for the remainder of the surface. This is not the preferred surface pattern, and the preprint finds that the additional component is unnecessary or weak. The hydrogen-atmosphere alternative gives log10(T_else/K) = 5.41 ± 0.04."
137,J2129-0429,J21290429,rotation-powered MSP,131.233595801,1.83,upper_limit,flux_ceiling,557077.663352288,,577240.424386953,56806800.36048259,,56806800.36048259,L_SX=1.980000e+31 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.0 keV (XMM--Newton),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 257 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
138,J2214+3000,J22143000,rotation-powered MSP,320.615581917,0.6,upper_limit,flux_ceiling,416366.04102931253,,428322.0822069932,33073104.155359805,,33073104.155359805,L_SX=1.570000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.0 keV (XMM--Newton),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 259 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
139,J2215+5135,J22155135,rotation-powered MSP,383.141762452,2.773,upper_limit,flux_ceiling,562354.0063194401,,582852.0084304468,57805891.85950962,,57805891.85950962,L_SX=2.130000e+31 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.0 keV (XMM--Newton),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 260 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
140,J2241-5236,J22415236,rotation-powered MSP,457.247370828,1.042,upper_limit,flux_ceiling,471765.79286372935,,486771.41795992065,41740655.68712432,,41740655.68712432,L_SX=5.000000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.0 keV (XMM--Newton),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 261 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
141,J2256-1024,J22561024,rotation-powered MSP,435.729847495,2.083,upper_limit,flux_ceiling,704383.7083033654,,724863.1513111066,85669565.35936895,,85669565.35936895,L_SX=1.400000e+31 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.5--2.0 keV (Chandra),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 262 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
142,J2302+4442,J23024442,rotation-powered MSP,192.604006163,0.863,upper_limit,flux_ceiling,429135.10636984545,,441770.7840035299,34991695.99088796,,34991695.99088796,L_SX=2.100000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.0 keV (XMM--Newton),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 263 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
143,J2322-2650,J23222650,rotation-powered MSP,288.766965059,2.0,upper_limit,flux_ceiling,503003.0079314586,,519836.7133796289,47017885.99727075,,47017885.99727075,L_X_fallback=8.680000e+30 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.3 keV (SRG/eROSITA),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Shibanov2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.1134/S1063773725700288,Xu living Table 2 line 264 (snapshot 2025-12-25),"The SRG/eROSITA association is a counterpart candidate at approximately 3 sigma or greater. Its assigned luminosity is used as a conservative budget for uniform surface emission; polar-cap, shock, or magnetospheric emission may contribute."
144,J2339-0533,J23390533,rotation-powered MSP,346.740638003,1.1,upper_limit,flux_ceiling,511616.214193658,,528966.7233207802,48521914.84783197,,48521914.84783197,L_SX=1.000000e+31 erg s^-1 (value),Temperature ceiling derived from a luminosity budget; not a measured temperature interval,0.3--2.0 keV (XMM--Newton),,period coordinate in the dated Xu living-table snapshot,XuLive2025,Xu2025,https://xray-pulsar.github.io/counterparts/,https://doi.org/10.3847/1538-4357/adaebc,Xu living Table 2 line 265 (snapshot 2025-12-25),"The soft-band luminosity, or the full-band luminosity where a soft-band value is unavailable, is assigned to uniform surface emission to obtain a conservative temperature ceiling. Polar-cap, shock, or magnetospheric emission may contribute to that luminosity."
